T;VF;Tr;l_tpb;E;i;Cd
800;0.3;2;6;0.9414004513416594;0.15;37.193386146091335
800;0.3;2;6;0.9414004513416594;0.18;48.32283722693184
800;0.3;2;6;0.9414004513416594;0.21;61.7490450412456
800;0.3;2;6;0.9414004513416594;0.24;78.11014954463423
800;0.3;2;6;0.9414004513416594;0.27;98.18378464875624
800;0.3;2;6;0.9414004513416594;0.3;122.92403871506615
800;0.3;2;7;0.8715674597870601;0.0;0.0
800;0.3;2;7;0.8715674597870601;0.03;6.955263426577779
800;0.3;2;7;0.8715674597870601;0.06;14.241106534001982
800;0.3;2;7;0.8715674597870601;0.09;22.203821265715867
800;0.3;2;7;0.8715674597870601;0.12;31.221870885184394
800;0.3;2;7;0.8715674597870601;0.15;41.72387811770497
800;0.3;2;7;0.8715674597870601;0.18;54.2089973426656
800;0.3;2;7;0.8715674597870601;0.21;69.27063911486213
800;0.3;2;7;0.8715674597870601;0.24;87.6246746277637
800;0.3;2;7;0.8715674597870601;0.27;110.14346066068555
800;0.3;2;7;0.8715674597870601;0.3;137.89730219609115
800;0.3;2;8;0.8152767059960134;0.0;0.0
800;0.3;2;8;0.8152767059960134;0.03;7.660378231766307
800;0.3;2;8;0.8152767059960134;0.06;15.68484984658744
800;0.3;2;8;0.8152767059960134;0.09;24.454813377156214
800;0.3;2;8;0.8152767059960134;0.12;34.38710015927679
800;0.3;2;8;0.8152767059960134;0.15;45.95378608614422
800;0.3;2;8;0.8152767059960134;0.18;59.704629104746296
800;0.3;2;8;0.8152767059960134;0.21;76.29319889572061
800;0.3;2;8;0.8152767059960134;0.24;96.50794066536139
800;0.3;2;8;0.8152767059960134;0.27;121.30964949399088
800;0.3;2;8;0.8152767059960134;0.3;151.8771363749761
800;0.4;2;3;1.5373004996085662;0.0;0.0
800;0.4;2;3;1.5373004996085662;0.03;3.681579579671879
800;0.4;2;3;1.5373004996085662;0.06;7.538142524863457
800;0.4;2;3;1.5373004996085662;0.09;11.752989060080086
800;0.4;2;3;1.5373004996085662;0.12;16.526448423335133
800;0.4;2;3;1.5373004996085662;0.15;22.085400399915855
800;0.4;2;3;1.5373004996085662;0.18;28.694058788430706
800;0.4;2;3;1.5373004996085662;0.21;36.666529331093585
800;0.4;2;3;1.5373004996085662;0.24;46.38173897946753
800;0.4;2;3;1.5373004996085662;0.27;58.301446075104785
800;0.4;2;3;1.5373004996085662;0.3;72.9921874586376
800;0.4;2;4;1.331341285911528;0.0;0.0
800;0.4;2;4;1.331341285911528;0.03;4.725416150143857
800;0.4;2;4;1.331341285911528;0.06;9.67542861921531
800;0.4;2;4;1.331341285911528;0.09;15.0853086603431
800;0.4;2;4;1.331341285911528;0.12;21.21218476855727
800;0.4;2;4;1.331341285911528;0.15;28.34726385065872
800;0.4;2;4;1.331341285911528;0.18;36.829672122451406
800;0.4;2;4;1.331341285911528;0.21;47.06257358324312
800;0.4;2;4;1.331341285911528;0.24;59.5323321694615
800;0.4;2;4;1.331341285911528;0.27;74.83162835355446
800;0.4;2;4;1.331341285911528;0.3;93.6876289068604
800;0.4;2;5;1.1907878466200637;0.0;0.0
800;0.4;2;5;1.1907878466200637;0.03;5.697597090577519
800;0.4;2;5;1.1907878466200637;0.06;11.665997702499357
800;0.4;2;5;1.1907878466200637;0.09;18.188876493135545
800;0.4;2;5;1.1907878466200637;0.12;25.576262149619424
800;0.4;2;5;1.1907878466200637;0.15;34.17927287450215
800;0.4;2;5;1.1907878466200637;0.18;44.40680483250449
800;0.4;2;5;1.1907878466200637;0.21;56.74496675066664
800;0.4;2;5;1.1907878466200637;0.24;71.78018438729296
800;0.4;2;5;1.1907878466200637;0.27;90.22707301184685
800;0.4;2;5;1.1907878466200637;0.3;112.96240265877609
800;0.4;2;6;1.0870356079946846;0.0;0.0
800;0.4;2;6;1.0870356079946846;0.03;6.607074433303397
800;0.4;2;6;1.0870356079946846;0.06;13.528179324338094
800;0.4;2;6;1.0870356079946846;0.09;21.09227081835087
800;0.4;2;6;1.0870356079946846;0.12;29.658865844985062
800;0.4;2;6;1.0870356079946846;0.15;39.63512975171319
800;0.4;2;6;1.0870356079946846;0.18;51.495228639235826
800;0.4;2;6;1.0870356079946846;0.21;65.80286620424725
800;0.4;2;6;1.0870356079946846;0.24;83.23807625277614
800;0.4;2;6;1.0870356079946846;0.27;104.62954431689144
800;0.4;2;6;1.0870356079946846;0.3;130.9939946026741
800;0.4;2;7;1.0063994150499551;0.0;0.0
800;0.4;2;7;1.0063994150499551;0.03;7.461342298469022
800;0.4;2;7;1.0063994150499551;0.06;15.277317916258268
800;0.4;2;7;1.0063994150499551;0.09;23.819415690923314
800;0.4;2;7;1.0063994150499551;0.12;33.493636629603174
800;0.4;2;7;1.0063994150499551;0.15;44.75979090399111
800;0.4;2;7;1.0063994150499551;0.18;58.15335236402961
800;0.4;2;7;1.0063994150499551;0.21;74.3109093028288
800;0.4;2;7;1.0063994150499551;0.24;94.00042113306537
800;0.4;2;7;1.0063994150499551;0.27;118.15771905733465
800;0.4;2;7;1.0063994150499551;0.3;147.93098558837946
800;0.4;2;8;0.9414004513416595;0.0;0.0
800;0.4;2;8;0.9414004513416595;0.03;8.266722719069655
800;0.4;2;8;0.9414004513416595;0.06;16.926358026852082
800;0.4;2;8;0.9414004513416595;0.09;26.3904934220111
800;0.4;2;8;0.9414004513416595;0.12;37.108953830869964
800;0.4;2;8;0.9414004513416595;0.15;49.59118152812177
800;0.4;2;8;0.9414004513416595;0.18;64.4304496359091
800;0.4;2;8;0.9414004513416595;0.21;82.33206005499413
800;0.4;2;8;0.9414004513416595;0.24;104.14686605951229
800;0.4;2;8;0.9414004513416595;0.27;130.9117128650083
800;0.4;2;8;0.9414004513416595;0.3;163.89871828675484
800;0.5;2;3;1.7187542094845714;0.0;0.0
800;0.5;2;3;1.7187542094845714;0.03;3.7706086038170463
800;0.5;2;3;1.7187542094845714;0.06;7.720432071600781
800;0.5;2;3;1.7187542094845714;0.09;12.037203246997377
800;0.5;2;3;1.7187542094845714;0.12;16.926095787699886
800;0.5;2;3;1.7187542094845714;0.15;22.61947595170252
800;0.5;2;3;1.7187542094845714;0.18;29.387946832248495
800;0.5;2;3;1.7187542094845714;0.21;37.55320996762307
800;0.5;2;3;1.7187542094845714;0.24;47.50335563072727
800;0.5;2;3;1.7187542094845714;0.27;59.71130853712476
800;0.5;2;3;1.7187542094845714;0.3;74.7573056854838
800;0.5;2;4;1.4884848082750795;0.0;0.0
800;0.5;2;4;1.4884848082750795;0.03;4.8707087741275465
800;0.5;2;4;1.4884848082750795;0.06;9.972919542254939
800;0.5;2;4;1.4884848082750795;0.09;15.549137455357984
800;0.5;2;4;1.4884848082750795;0.12;21.864396952103625
800;0.5;2;4;1.4884848082750795;0.15;29.21885869368535
800;0.5;2;4;1.4884848082750795;0.18;37.96207602786552
800;0.5;2;4;1.4884848082750795;0.21;48.50960905907664
800;0.5;2;4;1.4884848082750795;0.24;61.362775981803026
800;0.5;2;4;1.4884848082750795;0.27;77.13248044678845
800;0.5;2;4;1.4884848082750795;0.3;96.5682474611169
800;0.5;2;5;1.3313412859115277;0.0;0.0
800;0.5;2;5;1.3313412859115277;0.03;5.906770187679823
800;0.5;2;5;1.3313412859115277;0.06;12.09428577401914
800;0.5;2;5;1.3313412859115277;0.09;18.856635825428878
800;0.5;2;5;1.3313412859115277;0.12;26.515230960696595
800;0.5;2;5;1.3313412859115277;0.15;35.4340798133234
800;0.5;2;5;1.3313412859115277;0.18;46.037090153064256
800;0.5;2;5;1.3313412859115277;0.21;58.828216979053906
800;0.5;2;5;1.3313412859115277;0.24;74.41541521182687
800;0.5;2;5;1.3313412859115277;0.27;93.5395354419431
800;0.5;2;5;1.3313412859115277;0.3;117.10953613357549
800;0.5;2;6;1.2153427567194641;0.0;0.0
800;0.5;2;6;1.2153427567194641;0.03;6.885550738109272
800;0.5;2;6;1.2153427567194641;0.06;14.098367752972065
800;0.5;2;6;1.2153427567194641;0.09;21.981272099742885
800;0.5;2;6;1.2153427567194641;0.12;30.90893370007281
800;0.5;2;6;1.2153427567194641;0.15;41.30567918855978
800;0.5;2;6;1.2153427567194641;0.18;53.665659914280255
800;0.5;2;6;1.2153427567194641;0.21;68.5763386709457
800;0.5;2;6;1.2153427567194641;0.24;86.74641146649545
800;0.5;2;6;1.2153427567194641;0.27;109.03949143781752
800;0.5;2;6;1.2153427567194641;0.3;136.51515588774154
800;0.5;2;7;1.125188752283862;0.0;0.0
800;0.5;2;7;1.125188752283862;0.03;7.812874152851468
800;0.5;2;7;1.125188752283862;0.06;15.997089732409144
800;0.5;2;7;1.125188752283862;0.09;24.941637810374214
800;0.5;2;7;1.125188752283862;0.12;35.07164762593986
800;0.5;2;7;1.125188752283862;0.15;46.8685927346589
800;0.5;2;7;1.125188752283862;0.18;60.893175170346616
800;0.5;2;7;1.125188752283862;0.21;77.8119752911067
800;0.5;2;7;1.125188752283862;0.24;98.42913396137476
800;0.5;2;7;1.125188752283862;0.27;123.72457290591728
800;0.5;2;7;1.125188752283862;0.3;154.90056982728726
800;0.5;2;8;1.052517701624467;0.0;0.0
800;0.5;2;8;1.052517701624467;0.03;8.693786329982615
800;0.5;2;8;1.052517701624467;0.06;17.800783337123832
800;0.5;2;8;1.052517701624467;0.09;27.75384136503334
800;0.5;2;8;1.052517701624467;0.12;39.02602355230332
800;0.5;2;8;1.052517701624467;0.15;52.153090252117686
800;0.5;2;8;1.052517701624467;0.18;67.75896341450522
800;0.5;2;8;1.052517701624467;0.21;86.58538123871776
800;0.5;2;8;1.052517701624467;0.24;109.52715256434976
800;0.5;2;8;1.052517701624467;0.27;137.6746866221858
800;0.5;2;8;1.052517701624467;0.3;172.3658195594373
800;0.6;2;3;1.8828009026833188;0.0;0.0
800;0.6;2;3;1.8828009026833188;0.03;3.832955459855322
800;0.6;2;3;1.8828009026833188;0.06;7.848089093980168
800;0.6;2;3;1.8828009026833188;0.09;12.236237900762365
800;0.6;2;3;1.8828009026833188;0.12;17.205968075769643
800;0.6;2;3;1.8828009026833188;0.15;22.993488043383003
800;0.6;2;3;1.8828009026833188;0.18;29.8738753077089
800;0.6;2;3;1.8828009026833188;0.21;38.174150728553904
800;0.6;2;3;1.8828009026833188;0.24;48.288821635299
800;0.6;2;3;1.8828009026833188;0.27;60.698632533959774
800;0.6;2;3;1.8828009026833188;0.3;75.99341461778293
800;0.6;2;4;1.6305534119920269;0.0;0.0
800;0.6;2;4;1.6305534119920269;0.03;4.9738623199428025
800;0.6;2;4;1.6305534119920269;0.06;10.184129462745029
800;0.6;2;4;1.6305534119920269;0.09;15.878442436885296
800;0.6;2;4;1.6305534119920269;0.12;22.32744867153757
800;0.6;2;4;1.6305534119920269;0.15;29.837665733625542
800;0.6;2;4;1.6305534119920269;0.18;38.76604993194771
800;0.6;2;4;1.6305534119920269;0.21;49.53696224577008
800;0.6;2;4;1.6305534119920269;0.24;62.66233795874016
800;0.6;2;4;1.6305534119920269;0.27;78.76601864925208
800;0.6;2;4;1.6305534119920269;0.3;98.61340302280692
800;0.6;2;5;1.458411308063357;0.0;0.0
800;0.6;2;5;1.458411308063357;0.03;6.057164983752195
800;0.6;2;5;1.458411308063357;0.06;12.402223544548699
800;0.6;2;5;1.458411308063357;0.09;19.336752676003403
800;0.6;2;5;1.458411308063357;0.12;27.190346569809563
800;0.6;2;5;1.458411308063357;0.15;36.33628203860249
800;0.6;2;5;1.458411308063357;0.18;47.2092601487375
800;0.6;2;5;1.458411308063357;0.21;60.3260673126118
800;0.6;2;5;1.458411308063357;0.24;76.31013785039623
800;0.6;2;5;1.458411308063357;0.27;95.92118546564603
800;0.6;2;5;1.458411308063357;0.3;120.09131200182837
800;0.6;2;6;1.3313412859115277;0.0;0.0
800;0.6;2;6;1.3313412859115277;0.03;7.088124225215789
800;0.6;2;6;1.3313412859115277;0.06;14.513142928822969
800;0.6;2;6;1.3313412859115277;0.09;22.627962990514657
800;0.6;2;6;1.3313412859115277;0.12;31.81827715283592
800;0.6;2;6;1.3313412859115277;0.15;42.52089577598808
800;0.6;2;6;1.3313412859115277;0.18;55.24450818367712
800;0.6;2;6;1.3313412859115277;0.21;70.59386037486469
800;0.6;2;6;1.3313412859115277;0.24;89.29849825419225
800;0.6;2;6;1.3313412859115277;0.27;112.24744253033172
800;0.6;2;6;1.3313412859115277;0.3;140.5314433602906
800;0.6;2;7;1.2325825221539275;0.0;0.0
800;0.6;2;7;1.2325825221539275;0.03;8.071369145449609
800;0.6;2;7;1.2325825221539275;0.06;16.526365836320494
800;0.6;2;7;1.2325825221539275;0.09;25.76685121520362
800;0.6;2;7;1.2325825221539275;0.12;36.23202025144327
800;0.6;2;7;1.2325825221539275;0.15;48.41927642609008
800;0.6;2;7;1.2325825221539275;0.18;62.907873034024746
800;0.6;2;7;1.2325825221539275;0.21;80.38644476078073
800;0.6;2;7;1.2325825221539275;0.24;101.68573809411905
800;0.6;2;7;1.2325825221539275;0.27;127.81809622804207
800;0.6;2;7;1.2325825221539275;0.3;160.0255751540835
800;0.6;2;8;1.1529753747064246;0.0;0.0
800;0.6;2;8;1.1529753747064246;0.03;9.010989387270957
800;0.6;2;8;1.1529753747064246;0.06;18.450265931053
800;0.6;2;8;1.1529753747064246;0.09;28.766473030723454
800;0.6;2;8;1.1529753747064246;0.12;40.44993409193838
800;0.6;2;8;1.1529753747064246;0.15;54.0559573168342
800;0.6;2;8;1.1529753747064246;0.18;70.23122918432809
800;0.6;2;8;1.1529753747064246;0.21;89.7445510874956
800;0.6;2;8;1.1529753747064246;0.24;113.5233800227681
800;0.6;2;8;1.1529753747064246;0.27;142.6979100889465
800;0.6;2;8;1.1529753747064246;0.3;178.65478996439242
800;0.7;2;3;2.033657406169807;0.0;0.0
800;0.7;2;3;2.033657406169807;0.03;3.879053449729929
800;0.7;2;3;2.033657406169807;0.06;7.942476084744462
800;0.7;2;3;2.033657406169807;0.09;12.383400051943198
800;0.7;2;3;2.033657406169807;0.12;17.412899919994512
800;0.7;2;3;2.033657406169807;0.15;23.27002493250349
800;0.7;2;3;2.033657406169807;0.18;30.23316088143222
800;0.7;2;3;2.033657406169807;0.21;38.63326162409848
800;0.7;2;3;2.033657406169807;0.24;48.86957913016557
800;0.7;2;3;2.033657406169807;0.27;61.42863969873351
800;0.7;2;3;2.033657406169807;0.3;76.90736827424406
800;0.7;2;4;1.7611989763374212;0.0;0.0
800;0.7;2;4;1.7611989763374212;0.03;5.050891677469557
800;0.7;2;4;1.7611989763374212;0.06;10.341849338974647
800;0.7;2;4;1.7611989763374212;0.09;16.124349167060508
800;0.7;2;4;1.7611989763374212;0.12;22.67323006148161
800;0.7;2;4;1.7611989763374212;0.15;30.29975657444834
800;0.7;2;4;1.7611989763374212;0.18;39.366413136239686
800;0.7;2;4;1.7611989763374212;0.21;50.304132732238756
800;0.7;2;4;1.7611989763374212;0.24;63.63277890052755
800;0.7;2;4;1.7611989763374212;0.27;79.98585454763737
800;0.7;2;4;1.7611989763374212;0.3;100.14061197829346
800;0.7;2;5;1.5752642531974068;0.0;0.0
800;0.7;2;5;1.5752642531974068;0.03;6.1705144569247645
800;0.7;2;5;1.5752642531974068;0.06;12.634309926331914
800;0.7;2;5;1.5752642531974068;0.09;19.698606898989343
800;0.7;2;5;1.5752642531974068;0.12;27.699167357642605
800;0.7;2;5;1.5752642531974068;0.15;37.01625335144827
800;0.7;2;5;1.5752642531974068;0.18;48.0927006330367
800;0.7;2;5;1.5752642531974068;0.21;61.45496638780616
800;0.7;2;5;1.5752642531974068;0.24;77.73815144194785
800;0.7;2;5;1.5752642531974068;0.27;97.71618624039529
800;0.7;2;5;1.5752642531974068;0.3;122.3386153169145
800;0.7;2;6;1.4380129425129153;0.0;0.0
800;0.7;2;6;1.4380129425129153;0.03;7.242124439658254
800;0.7;2;6;1.4380129425129153;0.06;14.828462899559634
800;0.7;2;6;1.4380129425129153;0.09;23.119589694874417
800;0.7;2;6;1.4380129425129153;0.12;32.50957732606015
800;0.7;2;6;1.4380129425129153;0.15;43.44472651875255
800;0.7;2;6;1.4380129425129153;0.18;56.44477864123893
800;0.7;2;6;1.4380129425129153;0.21;72.12761871354839
800;0.7;2;6;1.4380129425129153;0.24;91.23864312800998
800;0.7;2;6;1.4380129425129153;0.27;114.68618791219093
800;0.7;2;6;1.4380129425129153;0.3;143.58470141922865
800;0.7;2;7;1.3313412859115277;0.0;0.0
800;0.7;2;7;1.3313412859115277;0.03;8.26947826275175
800;0.7;2;7;1.3313412859115277;0.06;16.932000083626797
800;0.7;2;7;1.3313412859115277;0.09;26.399290155600426
800;0.7;2;7;1.3313412859115277;0.12;37.12132334497523
800;0.7;2;7;1.3313412859115277;0.15;49.60771173865275
800;0.7;2;7;1.3313412859115277;0.18;64.45192621428995
800;0.7;2;7;1.3313412859115277;0.21;82.35950377067546
800;0.7;2;7;1.3313412859115277;0.24;104.1815812965576
800;0.7;2;7;1.3313412859115277;0.27;130.95534961872033
800;0.7;2;7;1.3313412859115277;0.3;163.9533505870057
800;0.7;2;8;1.2453557391869963;0.0;0.0
800;0.7;2;8;1.2453557391869963;0.03;9.255944287065246
800;0.7;2;8;1.2453557391869963;0.06;18.95181829651282
800;0.7;2;8;1.2453557391869963;0.09;29.548461358068497
800;0.7;2;8;1.2453557391869963;0.12;41.5495258377874
800;0.7;2;8;1.2453557391869963;0.15;55.52541544609736
800;0.7;2;8;1.2453557391869963;0.18;72.140396198949
800;0.7;2;8;1.2453557391869963;0.21;92.18416860050421
800;0.7;2;8;1.2453557391869963;0.24;116.60940165509496
800;0.7;2;8;1.2453557391869963;0.27;146.57701267851
800;0.7;2;8;1.2453557391869963;0.3;183.51134503206532
800;0.8;2;3;2.174071215989369;0.0;0.0
800;0.8;2;3;2.174071215989369;0.03;3.9145230122780665
800;0.8;2;3;2.174071215989369;0.06;8.015101057801882
800;0.8;2;3;2.174071215989369;0.09;12.496632258818714
800;0.8;2;3;2.174071215989369;0.12;17.57212122252637
800;0.8;2;3;2.174071215989369;0.15;23.482803027865288
800;0.8;2;3;2.174071215989369;0.18;30.509608990438426
800;0.8;2;3;2.174071215989369;0.21;38.98651916678841
800;0.8;2;3;2.174071215989369;0.24;49.31643623490056
800;0.8;2;3;2.174071215989369;0.27;61.9903352273664
800;0.8;2;3;2.174071215989369;0.3;77.6105992930396
800;0.8;2;4;1.882800902683319;0.0;0.0
800;0.8;2;4;1.882800902683319;0.03;5.110607279807096
800;0.8;2;4;1.882800902683319;0.06;10.464118791973554
800;0.8;2;4;1.882800902683319;0.09;16.31498386768315
800;0.8;2;4;1.882800902683319;0.12;22.941290767692855
800;0.8;2;4;1.882800902683319;0.15;30.657984057843997
800;0.8;2;4;1.882800902683319;0.18;39.83183374361187
800;0.8;2;4;1.882800902683319;0.21;50.89886763807187
800;0.8;2;4;1.882800902683319;0.24;64.385095513732
800;0.8;2;4;1.882800902683319;0.27;80.93151004527968
800;0.8;2;4;1.882800902683319;0.3;101.32455282371058
800;0.8;2;5;1.6840283225991468;0.0;0.0
800;0.8;2;5;1.6840283225991468;0.03;6.259009173991345
800;0.8;2;5;1.6840283225991468;0.06;12.815505463603122
800;0.8;2;5;1.6840283225991468;0.09;19.981115376410628
800;0.8;2;5;1.6840283225991468;0.12;28.096416241087585
800;0.8;2;5;1.6840283225991468;0.15;37.547123652469146
800;0.8;2;5;1.6840283225991468;0.18;48.78242431251243
800;0.8;2;5;1.6840283225991468;0.21;62.336325616569
800;0.8;2;5;1.6840283225991468;0.24;78.85303671855779
800;0.8;2;5;1.6840283225991468;0.27;99.11758742250659
800;0.8;2;5;1.6840283225991468;0.3;124.0931401988128
800;0.8;2;6;1.5373004996085662;0.0;0.0
800;0.8;2;6;1.5373004996085662;0.03;7.363159159343758
800;0.8;2;6;1.5373004996085662;0.06;15.076285049726915
800;0.8;2;6;1.5373004996085662;0.09;23.505978120160172
800;0.8;2;6;1.5373004996085662;0.12;33.052896846670265
800;0.8;2;6;1.5373004996085662;0.15;44.17080079983171
800;0.8;2;6;1.5373004996085662;0.18;57.38811757686141
800;0.8;2;6;1.5373004996085662;0.21;73.33305866218717
800;0.8;2;6;1.5373004996085662;0.24;92.76347795893506
800;0.8;2;6;1.5373004996085662;0.27;116.60289215020957
800;0.8;2;6;1.5373004996085662;0.3;145.9843749172752
800;0.8;2;7;1.423263701927996;0.0;0.0
800;0.8;2;7;1.423263701927996;0.03;8.426161522144353
800;0.8;2;7;1.423263701927996;0.06;17.25281366785111
800;0.8;2;7;1.423263701927996;0.09;26.89948215028306
800;0.8;2;7;1.423263701927996;0.12;37.82466758869321
800;0.8;2;7;1.423263701927996;0.15;50.547637779843456
800;0.8;2;7;1.423263701927996;0.18;65.67310819851177
800;0.8;2;7;1.423263701927996;0.21;83.91998377711938
800;0.8;2;7;1.423263701927996;0.24;106.1555280447758
800;0.8;2;7;1.423263701927996;0.27;133.4365836653204
800;0.8;2;7;1.423263701927996;0.3;167.0598035628869
800;0.8;2;8;1.331341285911528;0.0;0.0
800;0.8;2;8;1.331341285911528;0.03;9.450832300287715
800;0.8;2;8;1.331341285911528;0.06;19.35085723843062
800;0.8;2;8;1.331341285911528;0.09;30.1706173206862
800;0.8;2;8;1.331341285911528;0.12;42.42436953711454
800;0.8;2;8;1.331341285911528;0.15;56.69452770131744
800;0.8;2;8;1.331341285911528;0.18;73.65934424490281
